,act_movie_count,act_movie_ratingSum,act_movie_normalizedMovieRank,act_mean_movie_googleHits,act_mean_movie_normalizedGoogleRank,act_mean_movie_normalizedRating,dir_movie_count,dir_movie_ratingSum,dir_movie_normalizedMovieRank,dir_mean_movie_googleHits,dir_mean_movie_normalizedGoogleRank,dir_mean_movie_normalizedRating,hitflop
205,4.75,252.5,1.0609275102615356,60000.0,0.40393000841140747,0.942382514476775,0.0,0.0,0.0,0.0,0.0,0.0,1
206,2.75,57.5,0.2722325026988983,22175.0,0.3063499927520752,0.4372675120830525,0.0,0.0,0.0,0.0,0.0,0.0,1
207,5.25,165.0,1.082509994506836,43250.0,0.6098600029945374,1.1795650124549875,3.0,90.0,1.7105300426483154,278000.0,3.060770034790039,2.09538006782532,1
208,27.25,1270.0,2.7432199716567993,1607500.0,4.89442253112793,4.675467491149902,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104,1
209,2.75,80.0,0.8755825161933899,27750.0,0.3207300007343292,0.8968474864959726,0.0,0.0,0.0,0.0,0.0,0.0,1
210,20.5,952.5,3.729712575674057,558075.0,2.436277538537979,3.9442474842071524,5.0,310.0,3.9842100143432617,112000.0,1.8248200416564941,4.07472991943359,6
211,9.5,310.0,0.9330849945545197,392750.0,1.5114925503730774,1.6082699298858625,3.0,120.0,2.4210500717163086,1010000.0,8.510899543762207,3.85403990745544,1
212,3.25,100.0,0.5133774876594543,191000.0,0.7418799996376038,0.822924971580505,3.0,60.0,1.0,2030.0,1.0060299634933472,1.0,1
213,3.75,92.5,0.7173925042152405,160750.0,0.9129825234413147,1.1442349553108202,3.0,70.0,1.236840009689331,2300.0,1.008039951324463,1.23171997070312,1
214,7.5,220.0,1.010192483663559,18925.0,0.5471075177192688,1.1025875210762024,0.0,0.0,0.0,0.0,0.0,0.0,1
215,6.0,170.0,1.230977475643158,107500.0,0.526467502117157,1.3241749703884125,0.0,0.0,0.0,0.0,0.0,0.0,3
216,2.75,57.5,0.2722325026988983,22175.0,0.3063499927520752,0.4372675120830525,0.0,0.0,0.0,0.0,0.0,0.0,1
217,8.5,247.5,1.8406625092029572,118750.0,1.0537750124931335,2.079694986343385,3.0,70.0,1.236840009689331,2300.0,1.008039951324463,1.23171997070312,1
218,32.0,1560.0,3.757205069065094,1180000.0,4.040707439184189,4.874327480793,3.0,170.0,3.605259895324707,921000.0,7.848239898681641,4.88124990463257,3
219,31.25,1470.0,3.276467502117157,1262000.0,4.252249896526337,4.72090494632721,10.0,950.0,6.328949928283691,437000.0,4.244609832763672,6.83760976791382,3
220,6.75,280.0,1.8913025259971619,32582.5,0.5823400020599365,1.73235496878624,3.0,120.0,2.4210500717163086,1010000.0,8.510899543762207,3.85403990745544,1
221,3.75,130.0,0.6086949706077576,133500.0,0.5935425162315369,0.79270750284195,3.0,70.0,1.236840009689331,3150.0,1.0143699645996094,1.23295998573303,1
222,12.0,665.0,2.746217429637909,806425.0,2.827825039625168,3.4993624687194824,0.0,0.0,0.0,0.0,0.0,0.0,1
223,2.25,75.0,0.576087474822998,8675.0,0.27152249217033386,0.59059500694275,0.0,0.0,0.0,0.0,0.0,0.0,1
224,7.25,220.0,1.9558424651622772,60050.0,0.9023425281047821,2.0590324997901925,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104,1
225,6.0,140.0,1.0229099988937378,70275.0,0.9287199974060059,1.4348450005054474,0.0,0.0,0.0,0.0,0.0,0.0,1
